Wine 920	0.488702, 0.511298, 
Wine 922	0.497947, 0.502053, 
Wine 923	0.492249, 0.507751, 
Wine 924	0.501537, 0.498463, 
Wine 925	0.495105, 0.504895, 
Wine 927	0.494382, 0.505618, 
Wine 928	0.501537, 0.498463, 
Wine 929	0.507998, 0.492002, 
Wine 930	0.497199, 0.502801, 
Wine 932	0.501537, 0.498463, 
Wine 933	0.487131, 0.512869, 
Wine 934	0.489376, 0.510624, 
Wine 935	0.497947, 0.502053, 
Wine 937	0.495105, 0.504895, 
Wine 938	0.498686, 0.501314, 
Wine 939	0.492939, 0.507061, 
Wine 940	0.488702, 0.511298, 
Wine 942	0.515323, 0.484677, 
Wine 943	0.494382, 0.505618, 
Wine 944	0.501537, 0.498463, 
Wine 945	0.49155, 0.50845, 
Wine 947	0.485839, 0.514161, 
Wine 948	0.497947, 0.502053, 
Wine 949	0.498686, 0.501314, 
Wine 950	0.495105, 0.504895, 
Wine 952	0.49155, 0.50845, 
Wine 953	0.49155, 0.50845, 
Wine 954	0.500773, 0.499227, 
Wine 955	0.497947, 0.502053, 
Wine 957	0.495105, 0.504895, 
Wine 958	0.510829, 0.489171, 
Wine 959	0.505151, 0.494849, 
Wine 960	0.504373, 0.495627, 
Wine 962	0.497953, 0.502047, 
Wine 963	0.495105, 0.504895, 
Wine 964	0.497947, 0.502053, 
Wine 965	0.49155, 0.50845, 
Wine 967	0.497947, 0.502053, 
Wine 968	0.498686, 0.501314, 
Wine 969	0.498686, 0.501314, 
Wine 970	0.498686, 0.501314, 
Wine 972	0.480065, 0.519935, 
Wine 973	0.502291, 0.497709, 
Wine 974	0.501537, 0.498463, 
Wine 975	0.492249, 0.507751, 
Wine 977	0.500773, 0.499227, 
Wine 978	0.502291, 0.497709, 
Wine 979	0.507998, 0.492002, 
Wine 980	0.505151, 0.494849, 
Wine 982	0.501537, 0.498463, 
Wine 983	0.500773, 0.499227, 
Wine 984	0.495105, 0.504895, 
Wine 985	0.495105, 0.504895, 
Wine 987	0.498686, 0.501314, 
Wine 988	0.507998, 0.492002, 
Wine 989	0.503584, 0.496416, 
Wine 990	0.504373, 0.495627, 
Wine 992	0.502291, 0.497709, 
Wine 993	0.495105, 0.504895, 
Wine 994	0.500773, 0.499227, 
Wine 995	0.507936, 0.492064, 
Wine 997	0.511648, 0.488352, 
Wine 998	0.495105, 0.504895, 
Wine 999	0.501537, 0.498463, 
Wine 1000	0.500773, 0.499227, 
Wine 1002	0.498686, 0.501314, 
Wine 1003	0.49582, 0.50418, 
Wine 1004	0.492249, 0.507751, 
Wine 1005	0.494382, 0.505618, 
Wine 1007	0.488702, 0.511298, 
Wine 1008	0.500773, 0.499227, 
Wine 1009	0.500773, 0.499227, 
